ACTION;WORDNET;WN_OFFSET;VERBNET;FRAMENET;NPC
take opener;take.v.04;v01214265;;410;0
take packet;take.v.04;v01214265;;410;0
take packet from pot;take.v.04;v01214265;;410;0
take painting;take.v.04;v01214265;;410;0
take pallet;take.v.04;v01214265;;410;0
take pan;take.v.04;v01214265;;410;0
take paper;take.v.04;v01214265;;410;0
take paper bird;take.v.04;v01214265;;410;0
take paper with pole;take.v.04;v01214265;;410;0
take parka;take.v.04;v01214265;;410;0
take pass;take.v.04;v01214265;;410;0
take peanut butter;take.v.04;v01214265;;410;0
take pebble;take.v.04;v01214265;;410;0
take pen;take.v.04;v01214265;;410;0
take perfume;take.v.04;v01214265;;410;0
take peridots;take.v.04;v01214265;;410;0
take picture;take.v.04;v01214265;;410;0
take pig;take.v.04;v01214265;;410;0
take pigeon;take.v.04;v01214265;;410;0
take pillow;take.v.04;v01214265;;410;0
take pincer;take.v.04;v01214265;;410;0
take plank;take.v.04;v01214265;;410;0
take poetry;take.v.04;v01214265;;410;0
take pole;take.v.04;v01214265;;410;0
take pot;take.v.04;v01214265;;410;0
take printer;take.v.04;v01214265;;410;0
take probe;take.v.04;v01214265;;410;0
take purse;take.v.04;v01214265;;410;0
take radio;take.v.04;v01214265;;410;0
take rag;take.v.04;v01214265;;410;0
take rags;take.v.04;v01214265;;410;0
take raincoat;take.v.04;v01214265;;410;0
take red;take.v.04;v01214265;;410;0
take red flag;take.v.04;v01214265;;410;0
take red powder;take.v.04;v01214265;;410;0
take red rod;take.v.04;v01214265;;410;0
take red scroll;take.v.04;v01214265;;410;0
take ribbon;take.v.04;v01214265;;410;0
take rice;take.v.04;v01214265;;410;0
take right foot;take.v.04;v01214265;;410;0
take robe;take.v.04;v01214265;;410;0
take rod;take.v.04;v01214265;;410;0
take rope;take.v.04;v01214265;;410;0
take ruby;take.v.04;v01214265;;410;0
take rune;take.v.04;v01214265;;410;0
take sack;take.v.04;v01214265;;410;0
take safe;take.v.04;v01214265;;410;0
take sand;take.v.04;v01214265;;410;0
take sapphire;take.v.04;v01214265;;410;0
take sceptre;take.v.04;v01214265;;410;0
take scrap;take.v.04;v01214265;;410;0
take scrawled;take.v.04;v01214265;;410;0
take screwdriver;take.v.04;v01214265;;410;0
take scroll;take.v.04;v01214265;;410;0
take section;take.v.04;v01214265;;410;0
take selfie;take.v.04;v01214265;;410;0
take seven coins from basis;take.v.04;v01214265;;410;0
take shaft;take.v.04;v01214265;;410;0
take shawm;take.v.04;v01214265;;410;0
take shield;take.v.04;v01214265;;410;0
take shovel;take.v.04;v01214265;;410;0
take shroud;take.v.04;v01214265;;410;0
take silver;take.v.04;v01214265;;410;0
take silver coin;take.v.04;v01214265;;410;0
take silver rod;take.v.04;v01214265;;410;0
take sketch;take.v.04;v01214265;;410;0
take skink;take.v.04;v01214265;;410;0
take slip;take.v.04;v01214265;;410;0
take small key;take.v.04;v01214265;;410;0
take smoke rod;take.v.04;v01214265;;410;0
take spade;take.v.04;v01214265;;410;0
take spar;take.v.04;v01214265;;410;0
take spell book from zipper;take.v.04;v01214265;;410;0
take splinter;take.v.04;v01214265;;410;0
take spreadsheet;take.v.04;v01214265;;410;0
take staff;take.v.04;v01214265;;410;0
take stand;take.v.04;v01214265;;410;0
take statuette;take.v.04;v01214265;;410;0
take stick;take.v.04;v01214265;;410;0
take sticker;take.v.04;v01214265;;410;0
take stone;take.v.04;v01214265;;410;0
take stool;take.v.04;v01214265;;410;0
take stopper;take.v.04;v01214265;;410;0
take sugar from pot;take.v.04;v01214265;;410;0
take suitcase;take.v.04;v01214265;;410;0
take sweater;take.v.04;v01214265;;410;0
take sword;take.v.04;v01214265;;410;0
take syringe;take.v.04;v01214265;;410;0
take tea;take.v.04;v01214265;;410;0
take term paper;take.v.04;v01214265;;410;0
take thick brick;take.v.04;v01214265;;410;0
take thing;take.v.04;v01214265;;410;0
take thorn;take.v.04;v01214265;;410;0
take thumb;take.v.04;v01214265;;410;0
take thyme;take.v.04;v01214265;;410;0
take ticket;take.v.04;v01214265;;410;0
take ticket 2306;take.v.04;v01214265;;410;0
take ticket 5802;take.v.04;v01214265;;410;0
take tiepin;take.v.04;v01214265;;410;0
take tinsel;take.v.04;v01214265;;410;0
take toad;take.v.04;v01214265;;410;0
take toner;take.v.04;v01214265;;410;0
take tongs;take.v.04;v01214265;;410;0
take torch;take.v.04;v01214265;;410;0
take toupee;take.v.04;v01214265;;410;0
take toy;take.v.04;v01214265;;410;0
take trophy;take.v.04;v01214265;;410;0
take trunk;take.v.04;v01214265;;410;0
take tube and torch;take.v.04;v01214265;;410;0
take umbrella;take.v.04;v01214265;;410;0
take vase;take.v.04;v01214265;;410;0
take veil;take.v.04;v01214265;;410;0
take vellum scroll;take.v.04;v01214265;;410;0
take vial;take.v.04;v01214265;;410;0
take volcano;take.v.04;v01214265;;410;0
take walkie;take.v.04;v01214265;;410;0
take wand;take.v.04;v01214265;;410;0
take watch;take.v.04;v01214265;;410;0
take water;take.v.04;v01214265;;410;0
take whip;take.v.04;v01214265;;410;0
take whistle;take.v.04;v01214265;;410;0
take white rod;take.v.04;v01214265;;410;0
take white scroll;take.v.04;v01214265;;410;0
take wings;take.v.04;v01214265;;410;0
take wire;take.v.04;v01214265;;410;0
take wood;take.v.04;v01214265;;410;0
take wrapper;take.v.04;v01214265;;410;0
take x1, x10;take.v.04;v01214265;;410;0
take x1, x2, x7, x12;take.v.04;v01214265;;410;0
take x1,x2,x7,x8;take.v.04;v01214265;;410;0
take x10;take.v.04;v01214265;;410;0
take x8, x9, x10, x11;take.v.04;v01214265;;410;0
take yellow pill;take.v.04;v01214265;;410;0
take yellow powder;take.v.04;v01214265;;410;0
take zipper;take.v.04;v01214265;;410;0
take zm$100000;take.v.04;v01214265;;410;0
talk to alltext;talk.v.02;v00941990;talk-37.5;43;0
talk to boy;talk.v.02;v00941990;talk-37.5;43;0
talk to britney;talk.v.02;v00941990;talk-37.5;43;0
talk to empirious;talk.v.02;v00941990;talk-37.5;43;0
talk to gnome about mogglev;talk.v.02;v00941990;talk-37.5;43;0
talk to man;talk.v.02;v00941990;talk-37.5;43;0
talk to queenie;talk.v.02;v00941990;talk-37.5;43;0
talk to reunite;talk.v.02;v00941990;talk-37.5;43;0
talk to sleaze;talk.v.02;v00941990;talk-37.5;43;0
talk to stephanie;talk.v.02;v00941990;talk-37.5;43;0
talk to woman;talk.v.02;v00941990;talk-37.5;43;0
tase sleaze;;;;;0
taste it;taste.v.02;v2191546;see-30.1;66;0
tear cloth;tear.v.01;v01573515;break-45.1;414;0
tear it;tear.v.01;v01573515;break-45.1;414;0
tell bum about skull;tell.v.03,say.v.08;v00953216,v00979870;say-37.7-1;6;0
tell floyd to get shiny board;take.v.04;v01214265;;410;1
tell floyd to go north;travel.v.01;v01835496;run-51.3.2;7;1
tell gnome about grunk;tell.v.03,say.v.08;v00953216,v00979870;say-37.7-1;6;0
tell pigeon to get ruby;take.v.04;v01214265;;410;1
thank gnome;thank.v.01;v00892315;judgement-33;;0
throck shrub;;;;;0
throck weed;;;;;0
throw all but book into lower chute;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw axe at cord;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw axe at dwarf;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw ball at umbrella;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw ball in pond;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw body in pit;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw book at outcrop;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw bottle at thing;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw box at outcropping;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw bricks;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw brown at black;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw club at aquarium;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw club at belt;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw club at herman;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw green at gray;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw gun at herman;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw iron key at cat;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw it;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw it at rabbit;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw laser into void;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw meat in passage;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw plank;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw rag at fire;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw red at smoke;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw rock at stick;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw rod;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw rope into chute;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw rope north;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw sand;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw sceptre in boat;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw silver at white;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw star at young woman;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw stick at herman;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw stone at creature;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw stone at thing;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw sword into lake;throw.v.01;v01508368;throw-17.1-1-1;55;0
throw wishbone at ghost;throw.v.01;v01508368;throw-17.1-1-1;55;0
tie bucket to rope;connect.v.01;v01354673;tape-22.4;197;0
tie chain to me;connect.v.01;v01354673;tape-22.4;197;0
tie chain to rod;connect.v.01;v01354673;tape-22.4;197;0
tie chest to rope;connect.v.01;v01354673;tape-22.4;197;0
tie moriarty and akbar with rope;tie.v.01;v01285440;tape-22.4;245;0
tie rope to altar;connect.v.01;v01354673;tape-22.4;197;0
tie rope to branch;connect.v.01;v01354673;tape-22.4;197;0
tie rope to handle;connect.v.01;v01354673;tape-22.4;197;0
tie rope to k9;connect.v.01;v01354673;tape-22.4;197;0
tie rope to railing;connect.v.01;v01354673;tape-22.4;197;0
tie rope to rod;connect.v.01;v01354673;tape-22.4;197;0
tie rope to timber;connect.v.01;v01354673;tape-22.4;197;0
tie scarf to signpost;connect.v.01;v01354673;tape-22.4;197;0
tie tinsel to coin;connect.v.01;v01354673;tape-22.4;197;0
tie wire to hook;connect.v.01;v01354673;tape-22.4;197;0
tighten joint;tighten.v.01;v00420132;other_cos-45.4;;0
tina, hello;say.v.08;v00979870;say-37.7-1;6;0
tinsot channel;;;;;0
tinsot fragment;;;;;0
tinsot water;;;;;0
tip boot;tip.v.01;v02039544;;;0
tossio golem;;;;;0
touch;touch.v.01;v01206218;touch-20-1;17;0
touch blue;touch.v.01;v01206218;touch-20-1;17;0
touch bottom;touch.v.01;v01206218;touch-20-1;17;0
touch calibration;touch.v.01;v01206218;touch-20-1;17;0
touch control stud;touch.v.01;v01206218;touch-20-1;17;0
touch flower;touch.v.01;v01206218;touch-20-1;17;0
touch generator;touch.v.01;v01206218;touch-20-1;17;0
touch information;touch.v.01;v01206218;touch-20-1;17;0
touch man;touch.v.01;v01206218;touch-20-1;17;0
touch mirror;touch.v.01;v01206218;touch-20-1;17;0
touch mist;touch.v.01;v01206218;touch-20-1;17;0
touch ne rune with rose;touch.v.01;v01206218;touch-20-1;17;0
touch notch;touch.v.01;v01206218;touch-20-1;17;0
touch nw rune with rose;touch.v.01;v01206218;touch-20-1;17;0
touch obelisk;touch.v.01;v01206218;touch-20-1;17;0
touch orange;touch.v.01;v01206218;touch-20-1;17;0
touch pad;touch.v.01;v01206218;touch-20-1;17;0
touch panel;touch.v.01;v01206218;touch-20-1;17;0
touch powerup stud;touch.v.01;v01206218;touch-20-1;17;0
touch red;touch.v.01;v01206218;touch-20-1;17;0
touch table;touch.v.01;v01206218;touch-20-1;17;0
touch thing with pole;touch.v.01;v01206218;touch-20-1;17;0
touch tool stud;touch.v.01;v01206218;touch-20-1;17;0
touch transmit stud;touch.v.01;v01206218;touch-20-1;17;0
touch w rune with rose;touch.v.01;v01206218;touch-20-1;17;0
touch waterfall;touch.v.01;v01206218;touch-20-1;17;0
touch wood with pole;touch.v.01;v01206218;touch-20-1;17;0
touch yellow;touch.v.01;v01206218;touch-20-1;17;0
trillian, shoot rifles;blast.v.07;v01134781;;485;1
turn bolt with wrench;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn c;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn crank;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn dial;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn dial left;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn dial left 4;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn dial right;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn dial right 3;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn dial to 1;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn dial to 11;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn dial to 3;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn dial to 4;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn dial to 47;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn dial to 639;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn door;turn.v.04;v02089984;roll-51.3.1;276;0
turn drill off;switch_off.v.01;v01510576;;1688;0
turn drill on;switch_on.v.01;v01510399;;1688;0
turn e;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn gnomon;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn h;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn handle;turn.v.04;v02089984;roll-51.3.1;276;0
turn isis;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn it;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn it left 7;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn it on;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn it right 5;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn key;turn.v.04;v02089984;roll-51.3.1;276;0
turn knob;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn knob to high;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn m;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn neith;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn nephthys;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn newel;turn.v.16;v02626934;turn-26.6.1-1;683;0
turn off electricity;switch_off.v.01;v01510576;;1688;0
turn off flashlight;switch_off.v.01;v01510576;;1688;0
turn off lamp;switch_off.v.01;v01510576;;1688;0
turn off lantern;switch_off.v.01;v01510576;;1688;0
turn off machine;switch_off.v.01;v01510576;;1688;0
turn off saw;switch_off.v.01;v01510576;;1688;0
turn off torch;switch_off.v.01;v01510576;;1688;0
turn on autopilot;switch_on.v.01;v01510399;;1688;0
turn on bulb;switch_on.v.01;v01510399;;1688;0
turn on computestor;switch_on.v.01;v01510399;;1688;0
turn on drive;switch_on.v.01;v01510399;;1688;0
turn on electricity;switch_on.v.01;v01510399;;1688;0
turn on engine;switch_on.v.01;v01510399;;1688;0
turn on film projector;switch_on.v.01;v01510399;;1688;0
turn on flashlight;switch_on.v.01;v01510399;;1688;0
turn on floyd;switch_on.v.01;v01510399;;1688;0
turn on hair dryer;switch_on.v.01;v01510399;;1688;0
turn on homing;switch_on.v.01;v01510399;;1688;0
turn on lamp;switch_on.v.01;v01510399;;1688;0
turn on lantern;switch_on.v.01;v01510399;;1688;0
turn on light;switch_on.v.01;v01510399;;1688;0
turn on machine;switch_on.v.01;v01510399;;1688;0
turn on magnet;switch_on.v.01;v01510399;;1688;0
turn on microphone;switch_on.v.01;v01510399;;1688;0
turn on slide projector;switch_on.v.01;v01510399;;1688;0
turn on space heater;switch_on.v.01;v01510399;;1688;0
turn on stove;switch_on.v.01;v01510399;;1688;0
turn on switch;switch_on.v.01;v01510399;;1688;0
turn on toaster;switch_on.v.01;v01510399;;1688;0
turn on torch;switch_on.v.01;v01510399;;1688;0
turn on videophone;switch_on.v.01;v01510399;;1688;0
turn on walkie;switch_on.v.01;v01510399;;1688;0
turn page;turn.v.10;v02089420;roll-51.3.1;276;0
turn projector on;switch_on.v.01;v01510399;;1688;0
turn radio off;switch_on.v.01;v01510399;;1688;0
turn radio on;switch_on.v.01;v01510399;;1688;0
turn reactor on;switch_on.v.01;v01510399;;1688;0
turn ring;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn ring to fifth symbol;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn ring to fourth symbol;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn ring to second symbol;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn ring to seventh symbol;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn ring to sixth symbol;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn ring to third symbol;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn roller on;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn sceptre;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn screw;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn selkis;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn sphere;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn switch off;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn switch with screwdriver;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn valve;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn valve with crowbar;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn w;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn wheel;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn wheel left;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn wheel off;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn wheel right;turn.v.09;v02096167;roll-51.3.1;276,683;0
turn wireless on;turn.v.09;v02096167;roll-51.3.1;276,683;0
turtle, follow me;follow.v.01;v01998432;chase-51.6;56;1
turtle, se and get scroll then nw;sequence.n.02;n05044822;;2135;1
twist nose;writhe.v.01;v01868370;roll-51.3.1;;0
type "bleem";type.v.01;v01004692;scribble-25.2,transcribe-25.4;;0
type 0628 on laptop;type.v.01;v01004692;scribble-25.2,transcribe-25.4;;0
type 384;type.v.01;v01004692;scribble-25.2,transcribe-25.4;;0
u;travel.v.01;v01835496;run-51.3.2;7;0
undress;undress.v.01;v00049900;dress-41.1.1;;0
unfold leaf;unfold.v.04;v01579813;other_cos-45.4;;0
unhook chain;unhook.v.01;v01366321;disassemble-23.3;1390;0
unlock box 600 with key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock box with key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock box with screwdriver;unlock.v.01;v01348705;disassemble-23.3;;0
unlock bronze door with key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock cabinet with key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock cabinet with shiny key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock cage;unlock.v.01;v01348705;disassemble-23.3;;0
unlock car;unlock.v.01;v01348705;disassemble-23.3;;0
unlock chain with brooch;unlock.v.01;v01348705;disassemble-23.3;;0
unlock chain with key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock chain with keys;unlock.v.01;v01348705;disassemble-23.3;;0
unlock chest;unlock.v.01;v01348705;disassemble-23.3;;0
unlock chest with brass key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock compartment;unlock.v.01;v01348705;disassemble-23.3;;0
unlock crypt;unlock.v.01;v01348705;disassemble-23.3;;0
unlock cupboard with key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock door;unlock.v.01;v01348705;disassemble-23.3;;0
unlock door with brass key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock door with iron key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock door with key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock door with keys;unlock.v.01;v01348705;disassemble-23.3;;0
unlock door with steel key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock door with wrought iron key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock drawer;unlock.v.01;v01348705;disassemble-23.3;;0
unlock filing cabinet with key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock gate;unlock.v.01;v01348705;disassemble-23.3;;0
unlock grate with keys;unlock.v.01;v01348705;disassemble-23.3;;0
unlock grating with rusty key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock handcuffs with key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock hatch;unlock.v.01;v01348705;disassemble-23.3;;0
unlock hatch with brass key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock icebox with square key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock it with gothic key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock jewellery box with gold key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock lock with lockpick;unlock.v.01;v01348705;disassemble-23.3;;0
unlock northern door with flat key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock padlock with key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock toolshed with small key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock wardrobe with key;unlock.v.01;v01348705;disassemble-23.3;;0
unlock west door;unlock.v.01;v01348705;disassemble-23.3;;0
unplug coaxial cable;unplug.v.01;v01421417;;;0
unplug tv;unplug.v.01;v01421417;;;0
unscrew gnomon;unscrew.v.02;v01352680;disassemble-23.3;254;0
unscrew panel;unscrew.v.01;v01352528;disassemble-23.3;254;0
untie balloon;untie.v.01;v01284461;disassemble-23.3;1390;0
untie chain;untie.v.02;v01284908;;;0
untie horse;untie.v.01;v01284461;disassemble-23.3;1390;0
untie rope;untie.v.01;v01284461;disassemble-23.3;1390;0
untie wire;untie.v.01;v01284461;disassemble-23.3;1390;0
unwrap parcel;unwrap.v.01;v01284271;;;0
up;travel.v.01;v01835496;run-51.3.2;7;0
upload image;upload.v.01;v02233898;;;0
upload picture;upload.v.01;v02233898;;;0
upload video;upload.v.01;v02233898;;;0
urbzig mace;;;;;0
urbzig snake;;;;;0
urbzig toy;;;;;0
vardik me;;;;;0
vaxum adventurer;;;;;0
vaxum being;;;;;0
w;travel.v.01;v01835496;run-51.3.2;7;0
wait;wait.v.01;v02637938;exist-47.1-1;;0
wait for 35 minutes;wait.v.01;v02637938;exist-47.1-1;;0
wait for 36 hours;wait.v.01;v02637938;exist-47.1-1;;0
wait for johnny;wait.v.01;v02637938;exist-47.1-1;;0
wake falcon with salts;wake_up.v.02;v00018526;appear-48.1.1,other_cos-45.4;293;0
wake gnome;wake_up.v.02;v00018526;appear-48.1.1,other_cos-45.4;293;0
wake homer;wake_up.v.02;v00018526;appear-48.1.1,other_cos-45.4;293;0
wake implementor;wake_up.v.02;v00018526;appear-48.1.1,other_cos-45.4;293;0
wake up old man;wake_up.v.02;v00018526;appear-48.1.1,other_cos-45.4;293;0
walk 4 paces south;walk.v.01;v01904930;run-51.3.2;64;0
walk 4 paces west;walk.v.01;v01904930;run-51.3.2;64;0
walk around bulldozer;walk.v.01;v01904930;run-51.3.2;64;0
watch television;watch.v.03;v02150948;sight-30.2;66;0
watch video;watch.v.03;v02150948;sight-30.2;66;0
water bean;water.v.01;v0228236;;;0
wave at crowd;beckon.v.01;v01041415;wink-40.3.1-1;36;0
wave beads;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave bean pole;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave clover;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave crook;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave hairband;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave handkerchief;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave it;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave it in moonlight;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave pole;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave sceptre;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave scroll;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave spar;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave spindle;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave staff;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave stick;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave stone;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave wand at magic porridge pot;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wave wand at underwear;brandish.v.01;v01446901;modes_of_being_with_motion-47.3;276;0
wear air tank;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear amulet;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear armour;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear badge;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear balls;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear balm;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear boots;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear breeches;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear cap;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear cloak;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear clothes;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear clown mask;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear coat;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear crampons;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear dress;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear fish;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear flippers;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear fur;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear gas mask;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear glasses;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear gloves;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear goggles;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear gown;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear hat;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear it;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear jacket;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear locket;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear mask;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear pendant;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear razor;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear ring;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear robe;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear sack;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear sandals;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear sash;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear shield;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear shirt;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear shroud;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear skis;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear snorkel;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear spectacles;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
